nombre_uno;valor ;valor_comun;;;;;;;;;;
Celia Felipa;190;1;;;;;;;;;;
Elena A;526;1;;;;;;;;;;
Dominga Esther;381;1;;;;;;;;;;
Daphne;618;1;;;;;;;;;;
Sara Petrona;308;1;;;;;;;;;;
Bertha;576;1;;;;;;;;;;
Iris Hilda;433;1;;;;;;;;;;
Soledad Esther;363;1;;;;;;;;;;
Woong Sik;296;1;;;;;;;;;;
Daniela;546;1;;;;;;;;;;
Emigdio Leonel;515;1;;;;;;;;;;
Isabel Luisa;257;1;;;;;;;;;;
Delia Paulina;463;1;;;;;;;;;;
Remedios AngÃ©lica;288;1;;;;;;;;;;
Herminia Dolores;283;1;;;;;;;;;;
Antonia Pilar;450;1;;;;;;;;;;
Hilda Noemi;319;1;;;;;;;;;;
Maria Del Transito;539;1;;;;;;;;;;
Ruperto Eclide;596;1;;;;;;;;;;
Aida Carolina;116;1;;;;;;;;;;
Elena Judih;608;1;;;;;;;;;;
Piave Sahagun;278;1;;;;;;;;;;
Francisca De Jesus;383;1;;;;;;;;;;
Fermin Angel;632;1;;;;;;;;;;
Hortecia Gregoria;519;1;;;;;;;;;;
Domingo Alberto;124;1;;;;;;;;;;
Bertha Francisca;577;1;;;;;;;;;;
Reina Perpetua;671;1;;;;;;;;;;
Edi Dorama;355;1;;;;;;;;;;
Posaska Angelica;411;1;;;;;;;;;;
Antonia Emperatris;447;1;;;;;;;;;;
Celia Raquel;222;1;;;;;;;;;;
Leticia Cirila;631;1;;;;;;;;;;
Consuelo Dorlisa;484;1;;;;;;;;;;
Lucia EncarnaciÃ³n;495;1;;;;;;;;;;
Rosa Clementina;684;1;;;;;;;;;;
Noelia Susana;423;1;;;;;;;;;;
Bruno Agustin;289;1;;;;;;;;;;
Sara Dora;497;1;;;;;;;;;;
Carolina Inocencia;275;1;;;;;;;;;;
Hilda Yole;623;1;;;;;;;;;;
Georgina Sofia Del Transito;166;1;;;;;;;;;;
Alida Beatriz Aiby;122;1;;;;;;;;;;
 Maria Susana;591;1;;;;;;;;;;
Marcela Pilar;511;1;;;;;;;;;;
Celia de Jesus;589;1;;;;;;;;;;
Transito Carmen;120;1;;;;;;;;;;
Nelida Magdalena;342;1;;;;;;;;;;
Ada Teresa;370;1;;;;;;;;;;
Carlos Humberto;603;1;;;;;;;;;;
Emilio Armando;111;1;;;;;;;;;;
Catalina MarÃ­a AngÃ©lica;164;1;;;;;;;;;;
Alta Frajnala;346;1;;;;;;;;;;
Francisca Margarita;403;1;;;;;;;;;;
Trinidad Jesus;259;1;;;;;;;;;;
Teodora Estefania;267;1;;;;;;;;;;
Victoria Melchora;570;1;;;;;;;;;;
Elina Maria Teresa;313;1;;;;;;;;;;
Gregoria Romelia;131;1;;;;;;;;;;
Renzo Hugo;436;1;;;;;;;;;;
Osvaldo Oscar;243;1;;;;;;;;;;
Martin Lino;598;1;;;;;;;;;;
Ceferino;129;1;;;;;;;;;;
Emilio Rolando;699;1;;;;;;;;;;
Vangelia;663;1;;;;;;;;;;
Librada Elena;306;1;;;;;;;;;;
Dolly Lelita;321;1;;;;;;;;;;
Alba Isabel;592;1;;;;;;;;;;
Nidia Ines;388;1;;;;;;;;;;
Adelina Tefana;435;1;;;;;;;;;;
Angel Armando;306;1;;;;;;;;;;
Rina Luisa;452;1;;;;;;;;;;
Edelmira Esther;313;1;;;;;;;;;;
Celia Erminda;273;1;;;;;;;;;;
Paulino Esteban;206;1;;;;;;;;;;
Felipe Jose;241;1;;;;;;;;;;
Eduardo Oscar;542;1;;;;;;;;;;
Osvaldo Hugo;273;1;;;;;;;;;;
Teresa Orfelia;240;1;;;;;;;;;;
Concepcion Carolina Rosa;272;1;;;;;;;;;;
Anita Maria Osvalda;517;1;;;;;;;;;;
Ciriaco Isaac;592;1;;;;;;;;;;
Blanca Alicia Jovita;413;1;;;;;;;;;;
Pau;422;1;;;;;;;;;;
Orlando Emilio;406;1;;;;;;;;;;
Nicolas Juan;158;1;;;;;;;;;;
Martina del SeÃ‘or;438;1;;;;;;;;;;
Maria Eduvige;392;1;;;;;;;;;;
Atilio Jorge;353;1;;;;;;;;;;
Edilma Elena;209;1;;;;;;;;;;
Mercedes Ines;425;1;;;;;;;;;;
Faustina Matilde;201;1;;;;;;;;;;
Rosalina Margarita;405;1;;;;;;;;;;
Nelly Edme del Carmen;462;1;;;;;;;;;;
Andreina Carlota;424;1;;;;;;;;;;
Lucas Antonio;240;1;;;;;;;;;;
Ofelia Ramona;577;1;;;;;;;;;;
Gilberto Jose;378;1;;;;;;;;;;
Leopoldina Casilda;461;1;;;;;;;;;;
Celia Genoveva;478;1;;;;;;;;;;
Maria Afife;589;1;;;;;;;;;;
Carlos Eugenio;328;1;;;;;;;;;;
Elena Pierina;657;1;;;;;;;;;;
Florentina Cecilia;292;1;;;;;;;;;;
Damiana Carmen;200;1;;;;;;;;;;
Angelica del Pilar;163;1;;;;;;;;;;
Agustin Gaspar;270;1;;;;;;;;;;
Guillermo Mario;107;1;;;;;;;;;;
Gino Tomas;368;1;;;;;;;;;;
Amalia Hortencia;370;1;;;;;;;;;;
Dante Juan;519;1;;;;;;;;;;
Venancio Eloy;629;1;;;;;;;;;;
Hilda Teresa;559;1;;;;;;;;;;
Guillermina Eloisa;158;1;;;;;;;;;;
Oscar Antonio Benedicto;670;1;;;;;;;;;;
Zulema Rosa;107;1;;;;;;;;;;
Carmen Andrea;468;1;;;;;;;;;;
Hirma Olga;582;1;;;;;;;;;;
Alberto Pedro;676;1;;;;;;;;;;
Erminda Eufemia;449;1;;;;;;;;;;
Palmerino;358;1;;;;;;;;;;
Angel Domingo;544;1;;;;;;;;;;
Enid Nilda Lea;465;1;;;;;;;;;;
Alfonso Segundo;140;1;;;;;;;;;;
Septimio Pedro;335;1;;;;;;;;;;
Fausta Ciriaca;232;1;;;;;;;;;;
Luis Leonardo;394;1;;;;;;;;;;
Jose Victorio;170;1;;;;;;;;;;
Sinforiana;308;1;;;;;;;;;;
Bacilia Cecilia;122;1;;;;;;;;;;
Catalina Clementina;662;1;;;;;;;;;;
Nestor Ramon;275;1;;;;;;;;;;
Manuel Leon;548;1;;;;;;;;;;
Elsa Mariana;698;1;;;;;;;;;;
Armido Juan;665;1;;;;;;;;;;
Elvira Inocencia;135;1;;;;;;;;;;
Liberto Domingo;381;1;;;;;;;;;;
Elida Maria Luisa;108;1;;;;;;;;;;
Nelly Angela;415;1;;;;;;;;;;
Jose Luis Alberto;505;1;;;;;;;;;;
Olga Teresa;529;1;;;;;;;;;;
David Andres;374;1;;;;;;;;;;
Rudecinda;221;1;;;;;;;;;;
Oscar Emilio;641;1;;;;;;;;;;
Walda Ambrocia;576;1;;;;;;;;;;
Abrahan Atalivar;424;1;;;;;;;;;;
Zulema Rosario;657;1;;;;;;;;;;
Margarita Clorinda;389;1;;;;;;;;;;
Elba Felipa;176;1;;;;;;;;;;
Esmeralda;288;1;;;;;;;;;;
Maria Marqueza;586;1;;;;;;;;;;
Maria Rosa Palma;287;1;;;;;;;;;;
Ramon Horacio;265;1;;;;;;;;;;
Marcos Antonio;463;1;;;;;;;;;;
Raquel Esther;357;1;;;;;;;;;;
Cesario;420;1;;;;;;;;;;
Isabel Ana;150;1;;;;;;;;;;
Teresa Isabel;606;1;;;;;;;;;;
Roberto Saul;645;1;;;;;;;;;;
Livio Enrique;363;1;;;;;;;;;;
Helmut;612;1;;;;;;;;;;
Ignacio Del Rosario;541;1;;;;;;;;;;
Isaias;493;1;;;;;;;;;;
Prudencio Jose;286;1;;;;;;;;;;
Rosa Florencia;191;1;;;;;;;;;;
 Adelina Ester;342;1;;;;;;;;;;
Dominga Amada;473;1;;;;;;;;;;
Mustafa Kemal;323;1;;;;;;;;;;
Angelica Narcisa;465;1;;;;;;;;;;
Sofia Enriqueta;119;1;;;;;;;;;;
Jose Elias;423;1;;;;;;;;;;
Hector Roberto;618;1;;;;;;;;;;
Alfio;271;1;;;;;;;;;;
Octavio Fisner;429;1;;;;;;;;;;
Nelida Josefina;569;1;;;;;;;;;;
Clara Emma;412;1;;;;;;;;;;
Aida Elsa;173;1;;;;;;;;;;
Arnaldo Andres;685;1;;;;;;;;;;
Armando Hugo;610;1;;;;;;;;;;
Felix Alberto;449;1;;;;;;;;;;
Aldo Oscar;618;1;;;;;;;;;;
Areolinda MarÃ­a;101;1;;;;;;;;;;
Celestino Agustin;147;1;;;;;;;;;;
JosÃ© Efrain;275;1;;;;;;;;;;
Ana Juana;627;1;;;;;;;;;;
Genaro Sebastian;452;1;;;;;;;;;;
Lino Juan Serafin;606;1;;;;;;;;;;
Valentin Alfredo;655;1;;;;;;;;;;
Haydee Barbara;666;1;;;;;;;;;;
Irmas Elvira;198;1;;;;;;;;;;
Genny Enriqueta;390;1;;;;;;;;;;
Clemente Humberto;619;1;;;;;;;;;;
Amadeo Placido ;616;1;;;;;;;;;;
Rudesindo Antonio;342;1;;;;;;;;;;
Juan Rosario;550;1;;;;;;;;;;
Cruz;176;1;;;;;;;;;;
Juan Teodoro;369;1;;;;;;;;;;
Brigido;424;1;;;;;;;;;;
Angela Delia;168;1;;;;;;;;;;
Reinerio;163;1;;;;;;;;;;
Olinda Guillermina;446;1;;;;;;;;;;
Jesus America;551;1;;;;;;;;;;
Feliciana;478;1;;;;;;;;;;
Miriam Gloria;425;1;;;;;;;;;;
Bautista Antonio;403;1;;;;;;;;;;
Hermelinda Lucia;651;1;;;;;;;;;;
Luis Agustin;364;1;;;;;;;;;;
Andrea Delicia;374;1;;;;;;;;;;
Francisco Ernesto;168;1;;;;;;;;;;
Marciano;593;1;;;;;;;;;;
Quiteria;396;1;;;;;;;;;;
Solas;638;1;;;;;;;;;;
Maria Benancia;510;1;;;;;;;;;;
Marta Celina;380;1;;;;;;;;;;
Lazarina;687;1;;;;;;;;;;
Wilson JosÃ©;151;1;;;;;;;;;;
Sabina Concepcion;661;1;;;;;;;;;;
Alejandro Galo;132;1;;;;;;;;;;
America Amelia;616;1;;;;;;;;;;
Hector Edgardo;440;1;;;;;;;;;;
Romelia Margarita;518;1;;;;;;;;;;
Oscar Wenceslao;119;1;;;;;;;;;;
Virgilio Dermidio;594;1;;;;;;;;;;
Valentina Ofelia;497;1;;;;;;;;;;
Celia Beatriz;454;1;;;;;;;;;;
Asuncion Josefa;435;1;;;;;;;;;;
Elisavet Adela;242;1;;;;;;;;;;
Carmen Eusebia;304;1;;;;;;;;;;
Blanca Paz;112;1;;;;;;;;;;
Ernestina Graciela;634;1;;;;;;;;;;
Enrique Pedro;140;1;;;;;;;;;;
Elsa Albina;403;1;;;;;;;;;;
Eugenia del Rosario;688;1;;;;;;;;;;
Oscar Ernesto;323;1;;;;;;;;;;
Ruben Horacio;614;1;;;;;;;;;;
Euro Cataldo;481;1;;;;;;;;;;
Osvaldo Alfredo;649;1;;;;;;;;;;
 Julia;181;1;;;;;;;;;;
Francisco Arcenio;632;1;;;;;;;;;;
Lidia Amalia;629;1;;;;;;;;;;
Juan Gualberto;198;1;;;;;;;;;;
Oscar Raul;403;1;;;;;;;;;;
Raquel Nelly;285;1;;;;;;;;;;
Ysidoro;567;1;;;;;;;;;;
Celia Dominga;522;1;;;;;;;;;;
Stoslaw;573;1;;;;;;;;;;
Blanca Rosa Filomena;554;1;;;;;;;;;;
Niseforo;539;1;;;;;;;;;;
Elma Rosalia;140;1;;;;;;;;;;
Alcides;417;1;;;;;;;;;;
Ingeborg Beatriz;379;1;;;;;;;;;;
Elena Angela;489;1;;;;;;;;;;
Ricardo Alberto;510;1;;;;;;;;;;
Sofia Raquel;496;1;;;;;;;;;;
Cladoro;328;1;;;;;;;;;;
Maria Lydia;648;1;;;;;;;;;;
Edel;657;1;;;;;;;;;;
Martin Elpidio;535;1;;;;;;;;;;
Nilda Iris;328;1;;;;;;;;;;
Amelia Antonia;106;1;;;;;;;;;;
Angela Vite Margarita;182;1;;;;;;;;;;
Andrea Juana;548;1;;;;;;;;;;
Amanda Maria;475;1;;;;;;;;;;
Lorenzo Primitivo;104;1;;;;;;;;;;
Manuel Mauricio;605;1;;;;;;;;;;
Purificacion Matilde;545;1;;;;;;;;;;
Carmen Nieves;242;1;;;;;;;;;;
Basilisa Consolacion;341;1;;;;;;;;;;
Francisca Elena;180;1;;;;;;;;;;
Lina Bienvenida;116;1;;;;;;;;;;
Susana Ramona;425;1;;;;;;;;;;
Gabriel Jose;555;1;;;;;;;;;;
Delia Ana;358;1;;;;;;;;;;
Dora Ermelinda;254;1;;;;;;;;;;
Elisa Luisa;302;1;;;;;;;;;;
Carlota Elvira;697;1;;;;;;;;;;
Julia Clotilde;326;1;;;;;;;;;;
Lucrezia;590;1;;;;;;;;;;
Jorge Enrique Franco;571;1;;;;;;;;;;
Violeta Azucena;447;1;;;;;;;;;;
Rywka Gryna;138;1;;;;;;;;;;
Nilda Dora;515;1;;;;;;;;;;
Norberto Aldo;469;1;;;;;;;;;;
Sara Macimina;433;1;;;;;;;;;;
Erlinda Osbalda;634;1;;;;;;;;;;
Ilda Amalia;437;1;;;;;;;;;;
Ysidro Ysbrain;230;1;;;;;;;;;;
Olivia Maria;533;1;;;;;;;;;;
Rodolfo Valentin;673;1;;;;;;;;;;
Lorenzo Cabul;106;1;;;;;;;;;;
Anita Delia;638;1;;;;;;;;;;
Carmen Martina;221;1;;;;;;;;;;
Isabel Josefina;340;1;;;;;;;;;;
Luciana Yvone;363;1;;;;;;;;;;
Celia Nieves;385;1;;;;;;;;;;
Celia Victoria;416;1;;;;;;;;;;
Luis Leon;487;1;;;;;;;;;;
Melitona;481;1;;;;;;;;;;
Federico NicolÃ¡s;605;1;;;;;;;;;;
Alaisdair Leslie;490;1;;;;;;;;;;
Haydee Segunda;424;1;;;;;;;;;;
Celia Cleta;428;1;;;;;;;;;;
Enedina;195;1;;;;;;;;;;
Eufemia Leonor;517;1;;;;;;;;;;
Urbana;248;1;;;;;;;;;;
Raimundo Luis;281;1;;;;;;;;;;
Antonia Ana;323;1;;;;;;;;;;
Rolando Franz;618;1;;;;;;;;;;
Paulina Berta;595;1;;;;;;;;;;
Sebastian MarÃ­a;509;1;;;;;;;;;;
Ramona Maria Amalia;516;1;;;;;;;;;;
Zara;614;1;;;;;;;;;;
BÃ¡rbara Zulema;684;1;;;;;;;;;;
Antonia Gervacia;531;1;;;;;;;;;;
Josefa Gloria;306;1;;;;;;;;;;
Lidia Ana;504;1;;;;;;;;;;
Elisa Consuelo;189;1;;;;;;;;;;
Clemente Eli;292;1;;;;;;;;;;
Angela Elsa;234;1;;;;;;;;;;
Isidro Alberto;620;1;;;;;;;;;;
Carmen Teresa;332;1;;;;;;;;;;
Gervasio Edmundo;613;1;;;;;;;;;;
Luisa Angelica;256;1;;;;;;;;;;
Miguel Rosa;226;1;;;;;;;;;;
Emilse;382;1;;;;;;;;;;
Serafina Catalina;489;1;;;;;;;;;;
Petrona Audelina;578;1;;;;;;;;;;
Fidela Pascualina Queca;386;1;;;;;;;;;;
Martina Nelida;626;1;;;;;;;;;;
Nelia Luisa;700;1;;;;;;;;;;
Blanca Graciela;109;1;;;;;;;;;;
Iberia;227;1;;;;;;;;;;
Elisa Magdalena;291;1;;;;;;;;;;
Enrique Gustavo Augusto;473;1;;;;;;;;;;
Arminda Olga;250;1;;;;;;;;;;
Amado Cesar;598;1;;;;;;;;;;
Petrona Eumelia;642;1;;;;;;;;;;
AmÃ©rico Lorenzo;229;1;;;;;;;;;;
Lindulfa Elfa;382;1;;;;;;;;;;
Avelina Margarita;388;1;;;;;;;;;;
Nelly Ethel;287;1;;;;;;;;;;
Irene Eloisa;519;1;;;;;;;;;;
Silvia Dolores;288;1;;;;;;;;;;
Facunda Elcira;666;1;;;;;;;;;;
Arminda Francisca;697;1;;;;;;;;;;
Teodora Adolfina;418;1;;;;;;;;;;
Dominga Leonor;693;1;;;;;;;;;;
Alejandro Jose;127;1;;;;;;;;;;
Clodomiro de Reyes;199;1;;;;;;;;;;
Leonor Ester;374;1;;;;;;;;;;
Bilma Rosa Josefa;653;1;;;;;;;;;;
Tosca Maria;342;1;;;;;;;;;;
Ana Sabina;372;1;;;;;;;;;;
Natalia Angelina;418;1;;;;;;;;;;
Bolisa;124;1;;;;;;;;;;
Laurina;152;1;;;;;;;;;;
Roberto Ricardo;638;1;;;;;;;;;;
Maria Ana Antonia;606;1;;;;;;;;;;
Nelly Erna;156;1;;;;;;;;;;
Lorenzo Salvador;404;1;;;;;;;;;;
Eugenia Mafalda;546;1;;;;;;;;;;
Silvia Mercedes;269;1;;;;;;;;;;
Aurelia Rosa;615;1;;;;;;;;;;
Crispin;398;1;;;;;;;;;;
Maria Ofir;371;1;;;;;;;;;;
Serafina Juana;609;1;;;;;;;;;;
Lilian Noemi;223;1;;;;;;;;;;
Candelaria del Rosario;211;1;;;;;;;;;;
Antonio Rodolfo;624;1;;;;;;;;;;
Luisa Carlota Francisca Thea;476;1;;;;;;;;;;
Ada Lelia;492;1;;;;;;;;;;
Protacia;412;1;;;;;;;;;;
Ramon Ricardo;231;1;;;;;;;;;;
Rosario Balentina;278;1;;;;;;;;;;
Angel Constancio;560;1;;;;;;;;;;
Florentin;386;1;;;;;;;;;;
Zulema Esther;366;1;;;;;;;;;;
Odelsia Doralia;291;1;;;;;;;;;;
Dalmira Mercedes;672;1;;;;;;;;;;
Pascual Isabello;321;1;;;;;;;;;;
Mercedes Sinforosa;549;1;;;;;;;;;;
Haydee Elena;556;1;;;;;;;;;;
Elena Fidela;239;1;;;;;;;;;;
Fulgencia;671;1;;;;;;;;;;
Isabel Ana Maria;524;1;;;;;;;;;;
Clementina Ramona;444;1;;;;;;;;;;
Ines Georgina Julia;646;1;;;;;;;;;;
Maria Leonides;105;1;;;;;;;;;;
Honoria Angelica;314;1;;;;;;;;;;
Malvina;541;1;;;;;;;;;;
Rufina Natividad;632;1;;;;;;;;;;
Silveria Alcira;653;1;;;;;;;;;;
Delia De Los Angeles;563;1;;;;;;;;;;
Delia Celia;655;1;;;;;;;;;;
Maria Lila;609;1;;;;;;;;;;
Rogelia Argentina;556;1;;;;;;;;;;
Alicia Aquilina;126;1;;;;;;;;;;
Marguerite Victoria;605;1;;;;;;;;;;
Elinda;349;1;;;;;;;;;;
Zulema Alicia;357;1;;;;;;;;;;
Maria Clorinda;509;1;;;;;;;;;;
Mercedes Nazaria;195;1;;;;;;;;;;
Azelio Marino;294;1;;;;;;;;;;
Erlinda del Carmen;510;1;;;;;;;;;;
Ofelia Gabina;574;1;;;;;;;;;;
Federico Andres;368;1;;;;;;;;;;
Virginia Julia Dolores;185;1;;;;;;;;;;
Blanca Herminda;336;1;;;;;;;;;;
Artemia;422;1;;;;;;;;;;
Petrona Pabla;302;1;;;;;;;;;;
Adolfo Maria;640;1;;;;;;;;;;
Rosario Gloria;597;1;;;;;;;;;;
Maria Consolacion;695;1;;;;;;;;;;
Noelida;380;1;;;;;;;;;;
Olindo Igino;131;1;;;;;;;;;;
Antonia Petrona;539;1;;;;;;;;;;
Elida Adelina;206;1;;;;;;;;;;
Ana Neli;699;1;;;;;;;;;;
Orfelia Yolanda;440;1;;;;;;;;;;
Armanda Anacleta;364;1;;;;;;;;;;
Gill;342;1;;;;;;;;;;
Amelia Carmen;155;1;;;;;;;;;;
Eva Angelina;517;1;;;;;;;;;;
Ofelia Saturnina;662;1;;;;;;;;;;
Herminia Palmira;436;1;;;;;;;;;;
Beatriz Delia;557;1;;;;;;;;;;
Ana Paulina;143;1;;;;;;;;;;
Ignacia Lloralda;476;1;;;;;;;;;;
Fermina Magdalena;663;1;;;;;;;;;;
Zulema O;370;1;;;;;;;;;;
Maria Elena RenÃ©e;135;1;;;;;;;;;;
Olga Haydee;661;1;;;;;;;;;;
Francisca Valentina;191;1;;;;;;;;;;
Elva Dora;283;1;;;;;;;;;;
Maria Eufrasia;117;1;;;;;;;;;;
Maria Erlita;589;1;;;;;;;;;;
Amalia Veronica;667;1;;;;;;;;;;
Delia Argentina;441;1;;;;;;;;;;
Luis Miguel;264;1;;;;;;;;;;
Jines Segundo;149;1;;;;;;;;;;
Corina Victoria;438;1;;;;;;;;;;
Margarita Celia;317;1;;;;;;;;;;
Nelida Ubor;640;1;;;;;;;;;;
Elva Carmen;683;1;;;;;;;;;;
Ercilia Eugenia Isabel;542;1;;;;;;;;;;
Eleada;387;1;;;;;;;;;;
Onofre Juan;175;1;;;;;;;;;;
Roque Jose;194;1;;;;;;;;;;
Clelia Ernestina;234;1;;;;;;;;;;
AngÃ©lica Buenaventura;385;1;;;;;;;;;;
Jorge Hernan;693;1;;;;;;;;;;
Josefina Ramona;194;1;;;;;;;;;;
Celia Susana;279;1;;;;;;;;;;
Antonia Aurelia;548;1;;;;;;;;;;
Rudecinda Del Carmen;523;1;;;;;;;;;;
ONORIA ALEJANDRINA;121;1;;;;;;;;;;
Maria Mercedes Petrona;507;1;;;;;;;;;;
Mercedes Alicia;213;1;;;;;;;;;;
Elis Teresa Ana;452;1;;;;;;;;;;
Antonia Sevena;587;1;;;;;;;;;;
Juana Rosa Sofia;560;1;;;;;;;;;;
Maria De Los Dolores Prudencia;663;1;;;;;;;;;;
Rosa Haidee;543;1;;;;;;;;;;
Elva Matilde;281;1;;;;;;;;;;
Elsa Florencia;516;1;;;;;;;;;;
Eleuteria Esther;500;1;;;;;;;;;;
 Sarah Micaela;121;1;;;;;;;;;;
Transito;164;1;;;;;;;;;;
Otilia Gabina;252;1;;;;;;;;;;
Romilda Lucia;662;1;;;;;;;;;;
Raquel Leonor;484;1;;;;;;;;;;
Silveria Inocencia;182;1;;;;;;;;;;
Noemi Justa;251;1;;;;;;;;;;
Oscar Justino;110;1;;;;;;;;;;
Reinaldo Ramon;600;1;;;;;;;;;;
Felisa Agustina;288;1;;;;;;;;;;
Maxima Manuela;493;1;;;;;;;;;;
Aurora Haydee;337;1;;;;;;;;;;
 Angela Isabel;551;1;;;;;;;;;;
Saturnina Ofelia;390;1;;;;;;;;;;
Elba Rosalina Alejandrina Fernanda;332;1;;;;;;;;;;
Benita Hayde;121;1;;;;;;;;;;
Laura Mercedes;480;1;;;;;;;;;;
Seferina Yrene;515;1;;;;;;;;;;
Carmen Emiliana;298;1;;;;;;;;;;
Arturo Jacobo;474;1;;;;;;;;;;
Salvador Nicolas;359;1;;;;;;;;;;
Salomon Gregorio;428;1;;;;;;;;;;
Roberto Noel;261;1;;;;;;;;;;
Alma Victoria;530;1;;;;;;;;;;
Felisa Zulema;496;1;;;;;;;;;;
Rosalia Adelina;341;1;;;;;;;;;;
Elsa Santa;197;1;;;;;;;;;;
Balbina Maxima;413;1;;;;;;;;;;
Abelardo;479;1;;;;;;;;;;
Sabina Mercedes;277;1;;;;;;;;;;
Ilda Gladis;454;1;;;;;;;;;;
Inocencia Rosa;287;1;;;;;;;;;;
Fernando Luis;175;1;;;;;;;;;;
InÃ‰s Gumersinda;619;1;;;;;;;;;;
Nelli Yolanda;141;1;;;;;;;;;;
Ponciana;420;1;;;;;;;;;;
Omar Enrique;437;1;;;;;;;;;;
Dolores Josefa Cristolina;132;1;;;;;;;;;;
Elna;215;1;;;;;;;;;;
Victor Segundo;578;1;;;;;;;;;;
Norberto Antonio;621;1;;;;;;;;;;
Santina Yolanda;201;1;;;;;;;;;;
Norma Elvira;468;1;;;;;;;;;;
Jose Luis Santos;278;1;;;;;;;;;;
Luis Osvaldo;384;1;;;;;;;;;;
Nelly del Pilar;137;1;;;;;;;;;;
Alefor;151;1;;;;;;;;;;
Alicia Elba;272;1;;;;;;;;;;
Norberto Rogelio;459;1;;;;;;;;;;
Jorgelina Emilia;581;1;;;;;;;;;;
Deolinda Hilda;478;1;;;;;;;;;;
Aida Noelia;599;1;;;;;;;;;;
Elsa Noemi;625;1;;;;;;;;;;
Alfonso Victorio;347;1;;;;;;;;;;
Monica Mercedes;295;1;;;;;;;;;;
Luisa Josefina Antonina;505;1;;;;;;;;;;
Enso Dante;209;1;;;;;;;;;;
Alfredo Bernabe;157;1;;;;;;;;;;
Amelia Ramona;620;1;;;;;;;;;;
Adela Natividad;303;1;;;;;;;;;;
Prudencia del Carmen;398;1;;;;;;;;;;
Hector Geronimo;313;1;;;;;;;;;;
Margarita Elda;640;1;;;;;;;;;;
Haidee Ilda;332;1;;;;;;;;;;
Gumercinda Ester;237;1;;;;;;;;;;
Ida Josefina;453;1;;;;;;;;;;
Hector Victor;583;1;;;;;;;;;;
Andrea Rita;680;1;;;;;;;;;;
Bienvenida;417;1;;;;;;;;;;
Olga Teodelina;428;1;;;;;;;;;;
Argentina Emperatris;618;1;;;;;;;;;;
Ramon Jesus;608;1;;;;;;;;;;
Maria Del Carmen Josefa;393;1;;;;;;;;;;
Julia Delia;411;1;;;;;;;;;;
Elsa Blanca;186;1;;;;;;;;;;
Conrado Raul;160;1;;;;;;;;;;
Alcides Pascual;135;1;;;;;;;;;;
Bernardo Vitoriano;668;1;;;;;;;;;;
Gentile;617;1;;;;;;;;;;
Miguel Jorge;606;1;;;;;;;;;;
Rinaldo;253;1;;;;;;;;;;
Olinda Esther;296;1;;;;;;;;;;
Elena Albina;469;1;;;;;;;;;;
Josefa Carolina;369;1;;;;;;;;;;
Susana Rosario;535;1;;;;;;;;;;
Ponsiano;417;1;;;;;;;;;;
Dominga Rosario;294;1;;;;;;;;;;
Francesca;432;1;;;;;;;;;;
Valerio;677;1;;;;;;;;;;
Maria Gumersinda;402;1;;;;;;;;;;
NÃ©lida Maria Malachia;155;1;;;;;;;;;;
Victoriano Hipolito;478;1;;;;;;;;;;
Petrona Cornelia;213;1;;;;;;;;;;
 Dominga Alicia;369;1;;;;;;;;;;
Etelvina Elina;344;1;;;;;;;;;;
Arnoldo Medardo;585;1;;;;;;;;;;
Antonia Clementina;558;1;;;;;;;;;;
Maria Incoronata;358;1;;;;;;;;;;
Asmed Juan;479;1;;;;;;;;;;
Alvina;623;1;;;;;;;;;;
Lucia Albina;471;1;;;;;;;;;;
Cesar Carlos;603;1;;;;;;;;;;
Miguel Rodolfo;588;1;;;;;;;;;;
Elida Angela;584;1;;;;;;;;;;
Lidia Dominga;238;1;;;;;;;;;;
Francisco Roberto;244;1;;;;;;;;;;
Teresa Manuela;652;1;;;;;;;;;;
Miguel Nicandro;265;1;;;;;;;;;;
Jesus Eutimio;117;1;;;;;;;;;;
Julio Cirilo;500;1;;;;;;;;;;
Maxima Elina;345;1;;;;;;;;;;
Florencio Benito;535;1;;;;;;;;;;
Ethel Teresa;256;1;;;;;;;;;;
Feliciano Alejandro;175;1;;;;;;;;;;
Maria Del SeÃ±or;166;1;;;;;;;;;;
Francisca Luisa;282;1;;;;;;;;;;
Esther Paulina;500;1;;;;;;;;;;
Nestor Adolfo;499;1;;;;;;;;;;
Maria De La Purificacion;643;1;;;;;;;;;;
Natalio Estefano;128;1;;;;;;;;;;
Alicia Helena;681;1;;;;;;;;;;
Guillermo Juvenal;392;1;;;;;;;;;;
Simeon;249;1;;;;;;;;;;
Tosca Blanca Ana Maria;482;1;;;;;;;;;;
Dora Angelica;216;1;;;;;;;;;;
Efrain Antenor;661;1;;;;;;;;;;
Nieves Adelia;425;1;;;;;;;;;;
Enriqueta Maria;679;1;;;;;;;;;;
Antonio Esteban;581;1;;;;;;;;;;
Vicente Rosario;662;1;;;;;;;;;;
Yadviga;204;1;;;;;;;;;;
Sofia Inetra;440;1;;;;;;;;;;
Ana Pabla;267;1;;;;;;;;;;
Adela Maria Cecilia;115;1;;;;;;;;;;
Luis Gregorio;629;1;;;;;;;;;;
Segundo Urvano;529;1;;;;;;;;;;
Guillermo Raul;394;1;;;;;;;;;;
Josefina Carlota;492;1;;;;;;;;;;
Alicia Ramona;131;1;;;;;;;;;;
Maria Luisa Florentina;330;1;;;;;;;;;;
